,individual,language_indiv,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_indiv_code,language_stimuli,language_stimuli_code
14870,83,english,BR_TRIP45848_0,ɐ̃,a,k,s,BR230,BR359,BR943,BR-participant4,BR-participant5,False,-1,-1,110,0,0,BR,2
14871,83,english,BR_TRIP42661_1,e,ĩ,z,b,BR288,BR411,BR935,BR-participant4,BR-participant5,True,3,1,111,1,0,BR,2
14872,83,english,BR_TRIP56818_0,ɔ,o,z,f,BR711,BR805,BR997,BR-participant1,BR-participant5,False,3,1,112,0,0,BR,2
14873,83,english,TU_TRIP3903_1,ɯ,i,f,z,TU159,TU177,TU240,TU-participant3,TU-participant1,True,2,1,113,1,0,TU,5
14874,83,english,EN_TRIP3222_1,eɪ,ɛ,z,f,EN105,EN144,EN1012,EN-participant6,EN-participant4,True,3,1,114,1,0,EN,1
14875,83,english,GR_TRIP8693_0,iː,ʏ,f,t,GR160,GR213,GR720,GR-participant2,GR-participant5,False,3,1,115,0,0,GR,3
14876,83,english,FR_TRIP49536_1,ɛ,e,z,b,FR101,FR342,FR1812,FR-participant6,FR-participant3,True,-1,-1,116,1,0,FR,0
14877,83,english,ES_TRIP5894_0,i:,æ:,s,t,ES62,ES16,ES263,ES-participant2,ES-participant1,False,3,1,117,0,0,ES,6
14878,83,english,BR_TRIP57632_1,ĩ,i,f,s,BR690,BR742,BR157,BR-participant1,BR-participant2,True,-2,-1,118,1,0,BR,2
14879,83,english,EN_TRIP17304_0,ɪ,i,z,b,EN2979,EN2864,EN959,EN-participant8,EN-participant4,False,1,1,119,0,0,EN,1
14880,83,english,GL_TRIP785_1,a,aː,p,p,GLO108,GLO6,GLO4,S05M,S02M,True,1,1,120,1,0,GL,4
14881,83,english,GL_TRIP47_0,o,ɔ,p,p,GLO32,GLO132,GLO92,S03M,S07F,False,3,1,121,0,0,GL,4
14882,83,english,BR_TRIP46062_0,õ,ɐ̃,k,s,BR421,BR402,BR514,BR-participant4,BR-participant3,False,3,1,122,0,0,BR,2
14883,83,english,EN_TRIP22725_1,æ,ʌ,z,f,EN535,EN459,EN160,EN-participant2,EN-participant6,True,3,1,123,1,0,EN,1
14884,83,english,ES_TRIP3238_0,ɤ:,a:,m,v,ES55,ES59,ES256,ES-participant2,ES-participant1,False,3,1,124,0,0,ES,6
14885,83,english,GR_TRIP22295_1,iː,ɪ,f,s,GR489,GR473,GR63,GR-participant3,GR-participant6,True,3,1,125,1,0,GR,3
14886,83,english,FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,3,1,126,0,0,FR,0
14887,83,english,FR_TRIP35715_1,ɔ,œ,z,f,FR4007,FR4232,FR2655,FR-participant8,FR-participant1,True,2,1,127,1,0,FR,0
14888,83,english,EN_TRIP19099_1,ɑ,æ,f,s,EN2909,EN2830,EN1806,EN-participant8,EN-participant1,True,3,1,128,1,0,EN,1
14889,83,english,GL_TRIP1321_0,e,i,g,g,GLO0,GLO9,GLO137,S04F,S05M,False,2,1,129,0,0,GL,4
14890,83,english,BR_TRIP65917_0,ĩ,õ,l,s,BR775,BR700,BR967,BR-participant1,BR-participant5,False,3,1,130,0,0,BR,2
14891,83,english,BR_TRIP788_0,ũ,ɐ̃,k,b,BR171,BR141,BR431,BR-participant2,BR-participant4,False,3,1,131,0,0,BR,2
14892,83,english,BR_TRIP25387_1,ĩ,ɐ̃,z,b,BR1025,BR1046,BR774,BR-participant5,BR-participant1,True,3,1,132,1,0,BR,2
14893,83,english,TU_TRIP8400_0,y,ɯ,p,t,TU50,TU56,TU82,TU-participant2,TU-participant4,False,2,1,133,0,0,TU,5
14894,83,english,FR_TRIP55192_1,ɑ̃,ɔ̃,f,f,FR469,FR479,FR4487,FR-participant6,FR-participant8,True,-1,-1,134,1,0,FR,0
14895,83,english,EN_TRIP24012_0,ɪ,æ,f,s,EN411,EN469,EN193,EN-participant2,EN-participant6,False,3,1,135,0,0,EN,1
14896,83,english,FR_TRIP84370_0,u,ɔ,z,f,FR3845,FR3596,FR2058,FR-participant5,FR-participant3,False,3,1,136,0,0,FR,0
14897,83,english,GR_TRIP19945_0,yː,uː,f,t,GR441,GR477,GR41,GR-participant3,GR-participant6,False,2,1,137,0,0,GR,3
14898,83,english,BR_TRIP15003_0,ũ,ẽ,z,b,BR600,BR550,BR663,BR-participant3,BR-participant1,False,3,1,138,0,0,BR,2
14899,83,english,GR_TRIP40933_1,aː,ʏ,b,s,GR107,GR28,GR204,GR-participant6,GR-participant2,True,3,1,139,1,0,GR,3
14900,83,english,FR_TRIP12444_0,ø,ɔ,f,f,FR1847,FR2004,FR2642,FR-participant3,FR-participant1,False,3,1,140,0,0,FR,0
14901,83,english,BR_TRIP57306_1,ɛ,e,t,ʃ,BR733,BR817,BR38,BR-participant1,BR-participant2,True,3,1,141,1,0,BR,2
14902,83,english,GL_TRIP935_1,ɛ,e,f,f,GLO73,GLO63,GLO115,S05M,S07F,True,2,1,142,1,0,GL,4
14903,83,english,EN_TRIP12068_1,ɑ,ʌ,z,b,EN2411,EN2472,EN772,EN-participant5,EN-participant4,True,3,1,143,1,0,EN,1
14904,83,english,TU_TRIP5838_1,y,œ,p,t,TU170,TU146,TU7,TU-participant3,TU-participant2,True,-2,-1,144,1,0,TU,5
14905,83,english,FR_TRIP19161_1,i,y,z,b,FR2094,FR2299,FR3824,FR-participant3,FR-participant5,True,3,1,145,1,0,FR,0
14906,83,english,EN_TRIP7322_0,u,ɑ,z,f,EN2052,EN1927,EN1462,EN-participant7,EN-participant3,False,3,1,146,0,0,EN,1
14907,83,english,ES_TRIP27779_0,æ:,a:,m,v,ES187,ES212,ES58,ES-participant3,ES-participant2,False,3,1,147,0,0,ES,6
14908,83,english,FR_TRIP57191_1,e,ɛ̃,f,f,FR1685,FR1157,FR1930,FR-participant4,FR-participant3,True,1,1,148,1,0,FR,0
14909,83,english,BR_TRIP46475_0,u,o,s,b,BR397,BR241,BR610,BR-participant4,BR-participant3,False,3,1,149,0,0,BR,2
14910,83,english,GR_TRIP27669_1,yː,ʏ,f,t,GR597,GR622,GR280,GR-participant1,GR-participant4,True,3,1,150,1,0,GR,3
14911,83,english,TU_TRIP9596_0,y,i,ʃ,t,TU237,TU221,TU125,TU-participant1,TU-participant4,False,2,1,151,0,0,TU,5
14912,83,english,TU_TRIP8929_1,œ,ɯ,d,ʃ,TU37,TU25,TU94,TU-participant2,TU-participant4,True,-2,-1,152,1,0,TU,5
14913,83,english,BR_TRIP65728_0,ẽ,õ,l,s,BR769,BR666,BR1020,BR-participant1,BR-participant5,False,3,1,153,0,0,BR,2
14914,83,english,BR_TRIP40560_1,õ,ũ,m,d,BR333,BR277,BR519,BR-participant4,BR-participant3,True,3,1,154,1,0,BR,2
14915,83,english,BR_TRIP59494_0,ĩ,ũ,s,t,BR692,BR672,BR153,BR-participant1,BR-participant2,False,3,1,155,0,0,BR,2
14916,83,english,GR_TRIP69988_0,aː,yː,f,t,GR739,GR678,GR419,GR-participant5,GR-participant3,False,-1,-1,156,0,0,GR,3
14917,83,english,FR_TRIP76325_1,ɑ̃,ɛ̃,f,f,FR3795,FR3486,FR1771,FR-participant5,FR-participant3,True,3,1,157,1,0,FR,0
14918,83,english,FR_TRIP66168_1,ɛ̃,e,z,f,FR1483,FR1626,FR717,FR-participant4,FR-participant2,True,2,1,158,1,0,FR,0
14919,83,english,GR_TRIP61485_1,ʊ,uː,f,s,GR262,GR308,GR542,GR-participant4,GR-participant1,True,-3,-1,159,1,0,GR,3
14920,83,english,BR_TRIP46713_1,ɐ̃,ũ,s,t,BR295,BR337,BR6,BR-participant4,BR-participant2,True,3,1,160,1,0,BR,2
14921,83,english,GR_TRIP61763_0,ʏ,iː,f,s,GR326,GR292,GR510,GR-participant4,GR-participant3,False,2,1,161,0,0,GR,3
14922,83,english,BR_TRIP172_1,u,ũ,k,b,BR190,BR26,BR725,BR-participant2,BR-participant1,True,-2,-1,162,1,0,BR,2
14923,83,english,FR_TRIP26900_0,œ,ɔ,z,b,FR3364,FR2897,FR1599,FR-participant7,FR-participant4,False,3,1,163,0,0,FR,0
14924,83,english,EN_TRIP36336_1,ʊ,u,z,f,EN1342,EN1462,EN2077,EN-participant3,EN-participant7,True,2,1,164,1,0,EN,1
14925,83,english,BR_TRIP38316_0,õ,ũ,k,b,BR423,BR278,BR18,BR-participant4,BR-participant2,False,3,1,165,0,0,BR,2
14926,83,english,ES_TRIP4227_0,æ:,i:,m,v,ES10,ES44,ES247,ES-participant2,ES-participant1,False,3,1,166,0,0,ES,6
14927,83,english,ES_TRIP29690_1,ø:,ɤ:,l,s,ES195,ES172,ES66,ES-participant3,ES-participant2,True,-2,-1,167,1,0,ES,6
14928,83,english,BR_TRIP28083_1,ẽ,ɐ̃,k,s,BR1023,BR943,BR685,BR-participant5,BR-participant1,True,2,1,168,1,0,BR,2
14929,83,english,GL_TRIP1523_0,i,ɛ,f,f,GLO84,GLO143,GLO58,S04F,S05M,False,-1,-1,169,0,0,GL,4
14930,83,english,BR_TRIP4047_1,ĩ,ɐ̃,z,b,BR148,BR4,BR260,BR-participant2,BR-participant4,True,2,1,170,1,0,BR,2
14931,83,english,GR_TRIP12279_0,yː,øː,ts,k,GR138,GR256,GR284,GR-participant2,GR-participant4,False,2,1,171,0,0,GR,3
14932,83,english,GR_TRIP63602_1,ʏ,yː,b,s,GR267,GR294,GR620,GR-participant4,GR-participant1,True,2,1,172,1,0,GR,3
14933,83,english,EN_TRIP27528_0,ʌ,æ,z,f,EN897,EN983,EN2674,EN-participant4,EN-participant8,False,3,1,173,0,0,EN,1
14934,83,english,EN_TRIP37232_1,eɪ,ɛ,f,s,EN1616,EN1801,EN2843,EN-participant1,EN-participant8,True,3,1,174,1,0,EN,1
14935,83,english,TU_TRIP4432_0,i,u,t,s,TU152,TU135,TU233,TU-participant3,TU-participant1,False,-2,-1,175,0,0,TU,5
14936,83,english,ES_TRIP9599_1,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,True,3,1,176,1,0,ES,6
14937,83,english,TU_TRIP6672_0,i,y,t,s,TU45,TU48,TU77,TU-participant2,TU-participant4,False,2,1,177,0,0,TU,5
14938,83,english,BR_TRIP65917_1,ĩ,õ,l,s,BR775,BR700,BR967,BR-participant1,BR-participant5,True,3,1,178,1,0,BR,2
14939,83,english,GL_TRIP1309_0,aː,a,g,g,GLO146,GLO127,GLO1,S05M,S02M,False,-1,-1,179,0,0,GL,4
14940,84,english,ES_TRIP21197_1,i:,y:,m,v,ES113,ES114,ES353,ES-participant4,ES-participant5,True,-3,-1,0,1,0,ES,6
14941,84,english,BR_TRIP42899_0,ũ,u,d,k,BR279,BR399,BR172,BR-participant4,BR-participant2,False,3,1,1,0,0,BR,2
14942,84,english,FR_TRIP76057_1,œ,o,f,f,FR3566,FR3409,FR4245,FR-participant5,FR-participant8,True,2,1,2,1,0,FR,0
14943,84,english,EN_TRIP22198_0,ɑ,ʌ,z,b,EN549,EN456,EN2720,EN-participant2,EN-participant8,False,2,1,3,0,0,EN,1
14944,84,english,GR_TRIP77099_0,ʊ,uː,f,s,GR743,GR731,GR504,GR-participant5,GR-participant3,False,-1,-1,4,0,0,GR,3
14945,84,english,TU_TRIP6468_1,u,i,f,z,TU27,TU13,TU68,TU-participant2,TU-participant4,True,1,1,5,1,0,TU,5
14946,84,english,GL_TRIP711_0,i,e,p,p,GLO12,GLO3,GLO165,S05M,S07F,False,1,1,6,0,0,GL,4
14947,84,english,BR_TRIP65982_1,ĩ,ɐ̃,l,s,BR845,BR764,BR876,BR-participant1,BR-participant5,True,3,1,7,1,0,BR,2
14948,84,english,GR_TRIP52900_1,yː,ʏ,ts,k,GR9,GR33,GR555,GR-participant6,GR-participant1,True,3,1,8,1,0,GR,3
14949,84,english,FR_TRIP65115_0,ɛ,e,z,b,FR1563,FR1623,FR1812,FR-participant4,FR-participant3,False,2,1,9,0,0,FR,0
14950,84,english,BR_TRIP63590_1,o,u,k,s,BR829,BR780,BR529,BR-participant1,BR-participant3,True,-1,-1,10,1,0,BR,2
14951,84,english,EN_TRIP17769_0,ʊ,ʌ,z,f,EN2927,EN2674,EN651,EN-participant8,EN-participant2,False,2,1,11,0,0,EN,1
14952,84,english,ES_TRIP5280_1,ɤ:,ø:,s,t,ES25,ES24,ES214,ES-participant2,ES-participant1,True,2,1,12,1,0,ES,6
14953,84,english,TU_TRIP9596_0,y,i,ʃ,t,TU237,TU221,TU125,TU-participant1,TU-participant4,False,1,1,13,0,0,TU,5
14954,84,english,FR_TRIP69934_1,e,i,z,f,FR3460,FR3827,FR868,FR-participant1,FR-participant2,True,-2,-1,14,1,0,FR,0
14955,84,english,BR_TRIP20453_0,i,e,s,p,BR499,BR445,BR710,BR-participant3,BR-participant1,False,3,1,15,0,0,BR,2
14956,84,english,GR_TRIP59331_0,yː,aː,f,t,GR295,GR316,GR441,GR-participant4,GR-participant3,False,2,1,16,0,0,GR,3
14957,84,english,EN_TRIP12179_1,ɪ,i,z,b,EN2527,EN2488,EN717,EN-participant5,EN-participant2,True,3,1,17,1,0,EN,1
14958,84,english,ES_TRIP24576_0,æ:,ɤ:,l,s,ES127,ES91,ES295,ES-participant4,ES-participant5,False,2,1,18,0,0,ES,6
14959,84,english,BR_TRIP16991_1,ũ,õ,m,d,BR520,BR595,BR703,BR-participant3,BR-participant1,True,1,1,19,1,0,BR,2
14960,84,english,GL_TRIP2178_1,ɔ,o,f,f,GLO153,GLO26,GLO104,S01F,S03M,True,1,1,20,1,0,GL,4
14961,84,english,FR_TRIP65919_0,ø,ɔ,z,f,FR1233,FR1306,FR1834,FR-participant4,FR-participant3,False,2,1,21,0,0,FR,0
14962,84,english,GR_TRIP61763_1,ʏ,iː,f,s,GR326,GR292,GR510,GR-participant4,GR-participant3,True,-2,-1,22,1,0,GR,3
14963,84,english,ES_TRIP29318_0,æ:,y:,s,t,ES193,ES192,ES64,ES-participant3,ES-participant2,False,3,1,23,0,0,ES,6
14964,84,english,BR_TRIP36633_1,õ,ɔ,k,f,BR271,BR234,BR20,BR-participant4,BR-participant2,True,2,1,24,1,0,BR,2
14965,84,english,TU_TRIP5838_0,y,œ,p,t,TU170,TU146,TU7,TU-participant3,TU-participant2,False,3,1,25,0,0,TU,5
14966,84,english,EN_TRIP38414_1,ʌ,æ,t,s,EN1587,EN1665,EN2003,EN-participant1,EN-participant7,True,2,1,26,1,0,EN,1
14967,84,english,BR_TRIP48363_0,ĩ,e,s,k,BR417,BR285,BR510,BR-participant4,BR-participant3,False,2,1,27,0,0,BR,2
14968,84,english,GR_TRIP29348_1,ʏ,ɪ,f,t,GR567,GR636,GR715,GR-participant1,GR-participant5,True,-2,-1,28,1,0,GR,3
14969,84,english,FR_TRIP76349_0,ɑ̃,ɔ̃,f,f,FR3795,FR3732,FR994,FR-participant5,FR-participant2,False,3,1,29,0,0,FR,0
14970,84,english,ES_TRIP36905_1,y:,ø:,m,v,ES246,ES279,ES57,ES-participant1,ES-participant2,True,2,1,30,1,0,ES,6
14971,84,english,EN_TRIP27102_0,ɑ,u,z,b,EN772,EN1144,EN1924,EN-participant4,EN-participant7,False,2,1,31,0,0,EN,1
14972,84,english,BR_TRIP13911_0,ẽ,ɐ̃,t,t,BR548,BR616,BR684,BR-participant3,BR-participant1,False,-1,-1,32,0,0,BR,2
14973,84,english,GL_TRIP1246_1,a,aː,g,g,GLO127,GLO146,GLO122,S05M,S01F,True,-2,-1,33,1,0,GL,4
14974,84,english,FR_TRIP17527_1,e,ɛ̃,z,f,FR1917,FR1965,FR3460,FR-participant3,FR-participant5,True,2,1,34,1,0,FR,0
14975,84,english,BR_TRIP38030_0,ɐ̃,a,k,b,BR297,BR361,BR141,BR-participant4,BR-participant2,False,2,1,35,0,0,BR,2
14976,84,english,TU_TRIP9981_0,ɯ,œ,d,ʃ,TU244,TU215,TU132,TU-participant1,TU-participant3,False,-2,-1,36,0,0,TU,5
14977,84,english,GR_TRIP10219_0,øː,ʏ,l,t,GR251,GR214,GR365,GR-participant2,GR-participant4,False,2,1,37,0,0,GR,3
14978,84,english,BR_TRIP7813_1,ĩ,ẽ,l,s,BR149,BR143,BR775,BR-participant2,BR-participant1,True,-2,-1,38,1,0,BR,2
14979,84,english,GR_TRIP24865_1,yː,iː,z,t,GR469,GR434,GR688,GR-participant3,GR-participant5,True,3,1,39,1,0,GR,3
14980,84,english,FR_TRIP26406_0,ø,œ,z,b,FR2952,FR3364,FR2428,FR-participant7,FR-participant1,False,1,1,40,0,0,FR,0
14981,84,english,BR_TRIP32180_0,ɐ̃,õ,l,s,BR946,BR952,BR787,BR-participant5,BR-participant1,False,-2,-1,41,0,0,BR,2
14982,84,english,EN_TRIP1390_1,æ,ɑ,f,s,EN172,EN10,EN789,EN-participant6,EN-participant4,True,3,1,42,1,0,EN,1
14983,84,english,BR_TRIP60851_1,ẽ,ũ,s,t,BR681,BR672,BR1051,BR-participant1,BR-participant5,True,-2,-1,43,1,0,BR,2
14984,84,english,ES_TRIP5894_1,i:,æ:,s,t,ES62,ES16,ES263,ES-participant2,ES-participant1,True,3,1,44,1,0,ES,6
14985,84,english,ES_TRIP12315_0,ɤ:,y:,l,s,ES292,ES294,ES160,ES-participant5,ES-participant3,False,2,1,45,0,0,ES,6
14986,84,english,TU_TRIP11776_1,ɯ,u,t,s,TU228,TU203,TU173,TU-participant1,TU-participant3,True,1,1,46,1,0,TU,5
14987,84,english,BR_TRIP66378_0,e,ɛ,d,s,BR734,BR748,BR39,BR-participant1,BR-participant2,False,2,1,47,0,0,BR,2
14988,84,english,EN_TRIP2838_1,ʊ,u,z,b,EN203,EN43,EN1727,EN-participant6,EN-participant1,True,3,1,48,1,0,EN,1
14989,84,english,FR_TRIP84370_0,u,ɔ,z,f,FR3845,FR3596,FR2058,FR-participant5,FR-participant3,False,3,1,49,0,0,FR,0
14990,84,english,GR_TRIP52724_1,yː,øː,ks,d,GR69,GR125,GR224,GR-participant6,GR-participant2,True,1,1,50,1,0,GR,3
14991,84,english,ES_TRIP6765_0,a:,ɤ:,s,t,ES29,ES25,ES218,ES-participant2,ES-participant1,False,2,1,51,0,0,ES,6
14992,84,english,GR_TRIP11319_0,ʏ,ʊ,z,t,GR215,GR197,GR669,GR-participant2,GR-participant5,False,3,1,52,0,0,GR,3
14993,84,english,GL_TRIP320_0,ɛ,e,f,f,GLO123,GLO55,GLO115,S03M,S07F,False,3,1,53,0,0,GL,4
14994,84,english,FR_TRIP36193_1,i,y,z,f,FR4405,FR4332,FR3827,FR-participant8,FR-participant5,True,-2,-1,54,1,0,FR,0
14995,84,english,GR_TRIP15088_1,ɪ,iː,ɡ,s,GR448,GR437,GR750,GR-participant3,GR-participant5,True,-2,-1,55,1,0,GR,3
14996,84,english,TU_TRIP6730_0,i,ɯ,t,s,TU45,TU53,TU165,TU-participant2,TU-participant3,False,-2,-1,56,0,0,TU,5
14997,84,english,FR_TRIP12609_1,ɔ,o,f,f,FR2004,FR2192,FR2668,FR-participant3,FR-participant1,True,-2,-1,57,1,0,FR,0
14998,84,english,EN_TRIP8855_0,æ,ɪ,f,s,EN2286,EN1991,EN469,EN-participant7,EN-participant2,False,3,1,58,0,0,EN,1
14999,84,english,GR_TRIP40933_1,aː,ʏ,b,s,GR107,GR28,GR204,GR-participant6,GR-participant2,True,2,1,59,1,0,GR,3
15000,84,english,BR_TRIP48224_0,i,ĩ,s,p,BR329,BR264,BR1056,BR-participant4,BR-participant5,False,2,1,60,0,0,BR,2
15001,84,english,TU_TRIP700_1,y,u,f,z,TU123,TU99,TU235,TU-participant4,TU-participant1,True,-2,-1,61,1,0,TU,5
15002,84,english,BR_TRIP8492_1,õ,ĩ,s,t,BR23,BR153,BR701,BR-participant2,BR-participant1,True,3,1,62,1,0,BR,2
15003,84,english,ES_TRIP18113_0,æ:,ø:,m,v,ES331,ES351,ES211,ES-participant5,ES-participant3,False,2,1,63,0,0,ES,6
15004,84,english,FR_TRIP1961_1,ɛ,ɛ̃,f,f,FR623,FR730,FR3742,FR-participant2,FR-participant5,True,3,1,64,1,0,FR,0
15005,84,english,EN_TRIP34763_0,ʊ,ɪ,z,b,EN1339,EN1237,EN2372,EN-participant3,EN-participant5,False,-2,-1,65,0,0,EN,1
15006,84,english,BR_TRIP57043_0,ɔ,o,t,f,BR825,BR828,BR1000,BR-participant1,BR-participant5,False,2,1,66,0,0,BR,2
15007,84,english,ES_TRIP5341_1,ɤ:,i:,s,t,ES13,ES62,ES166,ES-participant2,ES-participant3,True,3,1,67,1,0,ES,6
15008,84,english,BR_TRIP58782_1,i,ɛ,f,s,BR794,BR732,BR47,BR-participant1,BR-participant2,True,3,1,68,1,0,BR,2
15009,84,english,GL_TRIP1189_0,ɛ,i,g,g,GLO59,GLO133,GLO148,S05M,S02M,False,2,1,69,0,0,GL,4
15010,84,english,EN_TRIP3290_1,ɛ,eɪ,z,f,EN144,EN105,EN1112,EN-participant6,EN-participant4,True,3,1,70,1,0,EN,1
15011,84,english,BR_TRIP22489_0,ũ,ɐ̃,k,b,BR956,BR949,BR335,BR-participant5,BR-participant4,False,3,1,71,0,0,BR,2
15012,84,english,GR_TRIP61242_1,ʊ,ʏ,f,s,GR262,GR268,GR542,GR-participant4,GR-participant1,True,-2,-1,72,1,0,GR,3
15013,84,english,ES_TRIP8664_0,æ:,ø:,l,s,ES70,ES66,ES223,ES-participant2,ES-participant1,False,3,1,73,0,0,ES,6
15014,84,english,ES_TRIP17017_1,ɤ:,i:,m,v,ES352,ES329,ES256,ES-participant5,ES-participant1,True,2,1,74,1,0,ES,6
15015,84,english,BR_TRIP36172_0,ɔ,o,z,f,BR214,BR394,BR997,BR-participant4,BR-participant5,False,2,1,75,0,0,BR,2
15016,84,english,GR_TRIP27732_0,yː,iː,f,t,GR597,GR572,GR280,GR-participant1,GR-participant4,False,2,1,76,0,0,GR,3
15017,84,english,GR_TRIP25107_0,øː,ʏ,n,t,GR458,GR427,GR653,GR-participant3,GR-participant5,False,3,1,77,0,0,GR,3
15018,84,english,FR_TRIP26900_0,œ,ɔ,z,b,FR3364,FR2897,FR1599,FR-participant7,FR-participant4,False,3,1,78,0,0,FR,0
15019,84,english,GR_TRIP48292_0,uː,ʊ,f,t,GR51,GR92,GR576,GR-participant6,GR-participant1,False,2,1,79,0,0,GR,3
15020,84,english,BR_TRIP14202_0,e,ĩ,z,b,BR637,BR504,BR288,BR-participant3,BR-participant4,False,3,1,80,0,0,BR,2
15021,84,english,TU_TRIP178_0,œ,y,d,ʃ,TU72,TU127,TU215,TU-participant4,TU-participant1,False,3,1,81,0,0,TU,5
15022,84,english,TU_TRIP2480_1,y,i,ʃ,t,TU125,TU122,TU49,TU-participant4,TU-participant2,True,1,1,82,1,0,TU,5
15023,84,english,GL_TRIP2061_0,ɛ,e,p,p,GLO13,GLO103,GLO52,S01F,S05M,False,2,1,83,0,0,GL,4
15024,84,english,EN_TRIP36487_0,ʌ,ɑ,z,f,EN1514,EN1207,EN367,EN-participant3,EN-participant6,False,2,1,84,0,0,EN,1
15025,84,english,EN_TRIP27229_0,ɪ,ʊ,z,b,EN959,EN1020,EN2194,EN-participant4,EN-participant7,False,2,1,85,0,0,EN,1
15026,84,english,ES_TRIP12315_1,ɤ:,y:,l,s,ES292,ES294,ES160,ES-participant5,ES-participant3,True,-2,-1,86,1,0,ES,6
15027,84,english,EN_TRIP6942_1,u,ʊ,z,b,EN2049,EN2074,EN1863,EN-participant7,EN-participant1,True,-3,-1,87,1,0,EN,1
15028,84,english,FR_TRIP30692_0,ɛ̃,ɛ,f,f,FR3111,FR2928,FR126,FR-participant7,FR-participant6,False,2,1,88,0,0,FR,0
15029,84,english,BR_TRIP27429_1,u,o,b,k,BR908,BR1062,BR721,BR-participant5,BR-participant1,True,3,1,89,1,0,BR,2
15030,84,english,FR_TRIP50935_1,ɑ̃,ɛ̃,z,f,FR456,FR162,FR2996,FR-participant6,FR-participant7,True,-3,-1,90,1,0,FR,0
15031,84,english,BR_TRIP14932_1,ũ,ĩ,z,b,BR574,BR554,BR673,BR-participant3,BR-participant1,True,2,1,91,1,0,BR,2
15032,84,english,ES_TRIP4227_1,æ:,i:,m,v,ES10,ES44,ES247,ES-participant2,ES-participant1,True,3,1,92,1,0,ES,6
15033,84,english,GR_TRIP32421_1,ɪ,ʏ,ɡ,s,GR637,GR607,GR49,GR-participant1,GR-participant6,True,1,1,93,1,0,GR,3
15034,84,english,EN_TRIP20970_1,ʌ,ʊ,t,s,EN521,EN760,EN2003,EN-participant2,EN-participant7,True,-2,-1,94,1,0,EN,1
15035,84,english,ES_TRIP28763_1,i:,y:,s,t,ES191,ES168,ES62,ES-participant3,ES-participant2,True,-2,-1,95,1,0,ES,6
15036,84,english,GR_TRIP36819_0,iː,ʏ,f,s,GR630,GR566,GR2,GR-participant1,GR-participant6,False,2,1,96,0,0,GR,3
15037,84,english,BR_TRIP2113_1,ũ,ɐ̃,m,d,BR170,BR52,BR334,BR-participant2,BR-participant4,True,2,1,97,1,0,BR,2
15038,84,english,BR_TRIP31373_1,i,e,f,s,BR994,BR1018,BR794,BR-participant5,BR-participant1,True,-2,-1,98,1,0,BR,2
15039,84,english,TU_TRIP375_0,u,i,f,z,TU99,TU120,TU202,TU-participant4,TU-participant1,False,-2,-1,99,0,0,TU,5
15040,84,english,FR_TRIP57187_1,i,e,f,f,FR1681,FR1685,FR2254,FR-participant4,FR-participant3,True,-2,-1,100,1,0,FR,0
15041,84,english,ES_TRIP18882_1,a:,æ:,m,v,ES356,ES343,ES83,ES-participant5,ES-participant4,True,2,1,101,1,0,ES,6
15042,84,english,FR_TRIP57135_0,o,œ,f,f,FR1657,FR1615,FR2192,FR-participant4,FR-participant3,False,2,1,102,0,0,FR,0
15043,84,english,FR_TRIP82214_0,ø,ɔ,z,b,FR3766,FR3433,FR1831,FR-participant5,FR-participant2,False,3,1,103,0,0,FR,0
15044,84,english,BR_TRIP31222_0,ũ,ĩ,f,s,BR896,BR969,BR674,BR-participant5,BR-participant1,False,-2,-1,104,0,0,BR,2
15045,84,english,TU_TRIP9072_0,ɯ,i,ʃ,t,TU242,TU221,TU86,TU-participant1,TU-participant4,False,-2,-1,105,0,0,TU,5
15046,84,english,BR_TRIP47289_0,õ,ĩ,s,t,BR332,BR416,BR23,BR-participant4,BR-participant2,False,2,1,106,0,0,BR,2
15047,84,english,BR_TRIP33994_1,ɐ̃,ẽ,t,t,BR355,BR257,BR117,BR-participant4,BR-participant2,True,-2,-1,107,1,0,BR,2
15048,84,english,ES_TRIP2639_1,ø:,y:,m,v,ES42,ES57,ES135,ES-participant2,ES-participant4,True,-2,-1,108,1,0,ES,6
15049,84,english,BR_TRIP18676_0,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,False,2,1,109,0,0,BR,2
15050,84,english,FR_TRIP66168_0,ɛ̃,e,z,f,FR1483,FR1626,FR717,FR-participant4,FR-participant2,False,2,1,110,0,0,FR,0
15051,84,english,GL_TRIP1321_1,e,i,g,g,GLO0,GLO9,GLO137,S04F,S05M,True,3,1,111,1,0,GL,4
15052,84,english,EN_TRIP17662_1,æ,ʌ,z,f,EN2819,EN2674,EN983,EN-participant8,EN-participant4,True,3,1,112,1,0,EN,1
15053,84,english,FR_TRIP56761_1,ɔ̃,ɑ̃,f,f,FR1187,FR1137,FR924,FR-participant4,FR-participant2,True,2,1,113,1,0,FR,0
15054,84,english,BR_TRIP7746_1,ẽ,õ,l,s,BR55,BR90,BR682,BR-participant2,BR-participant1,True,-2,-1,114,1,0,BR,2
