filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code
BR_TRIP14202_0,e,ĩ,z,b,BR637,BR504,BR288,BR-participant3,BR-participant4,FALSE,0,BR,2
GL_TRIP933_1,ɛ,e,f,f,GLO73,GLO63,GLO143,S05M,S04F,TRUE,1,GL,4
TU_TRIP9072_1,ɯ,i,ʃ,t,TU242,TU221,TU86,TU-participant1,TU-participant4,TRUE,1,TU,5
ES_TRIP36787_1,i:,æ:,m,v,ES245,ES247,ES341,ES-participant1,ES-participant5,TRUE,1,ES,6
EN_TRIP31930_1,ɪ,æ,f,s,EN1303,EN1417,EN1991,EN-participant3,EN-participant7,TRUE,1,EN,1
BR_TRIP19605_1,ɛ,i,d,s,BR629,BR639,BR731,BR-participant3,BR-participant1,TRUE,1,BR,2
BR_TRIP32404_0,ĩ,ẽ,s,t,BR1030,BR921,BR692,BR-participant5,BR-participant1,FALSE,0,BR,2
GR_TRIP41043_0,ʏ,yː,b,s,GR28,GR4,GR396,GR-participant6,GR-participant3,FALSE,0,GR,3
EN_TRIP26641_1,ʌ,ɑ,b,f,EN892,EN770,EN362,EN-participant4,EN-participant6,TRUE,1,EN,1
BR_TRIP15431_1,õ,ɔ,d,g,BR588,BR456,BR852,BR-participant3,BR-participant1,TRUE,1,BR,2
FR_TRIP26413_0,ø,œ,z,b,FR2955,FR3364,FR3766,FR-participant7,FR-participant5,FALSE,0,FR,0
BR_TRIP9171_0,ũ,ĩ,f,s,BR175,BR151,BR282,BR-participant2,BR-participant4,FALSE,0,BR,2
GR_TRIP12152_0,øː,yː,ks,d,GR253,GR137,GR125,GR-participant2,GR-participant6,FALSE,0,GR,3
GL_TRIP97_0,i,e,p,p,GLO78,GLO2,GLO89,S03M,S02M,FALSE,0,GL,4
TU_TRIP496_1,i,u,f,z,TU76,TU90,TU232,TU-participant4,TU-participant1,TRUE,1,TU,5
BR_TRIP32180_1,ɐ̃,õ,l,s,BR946,BR952,BR787,BR-participant5,BR-participant1,TRUE,1,BR,2
GR_TRIP29348_1,ʏ,ɪ,f,t,GR567,GR636,GR715,GR-participant1,GR-participant5,TRUE,1,GR,3
BR_TRIP22652_1,u,ũ,k,b,BR941,BR892,BR782,BR-participant5,BR-participant1,TRUE,1,BR,2
ES_TRIP6410_0,æ:,ɤ:,s,t,ES64,ES25,ES121,ES-participant2,ES-participant4,FALSE,0,ES,6
BR_TRIP63462_1,o,ɔ,k,s,BR804,BR801,BR1064,BR-participant1,BR-participant5,TRUE,1,BR,2
FR_TRIP55112_1,y,i,f,f,FR409,FR205,FR4378,FR-participant6,FR-participant8,TRUE,1,FR,0
EN_TRIP37232_1,eɪ,ɛ,f,s,EN1616,EN1801,EN2843,EN-participant1,EN-participant8,TRUE,1,EN,1
ES_TRIP10332_0,i:,y:,s,t,ES299,ES312,ES86,ES-participant5,ES-participant4,FALSE,0,ES,6
GR_TRIP39447_1,ʊ,ʏ,z,t,GR544,GR569,GR25,GR-participant1,GR-participant6,TRUE,1,GR,3
FR_TRIP57188_0,i,e,f,f,FR1681,FR1685,FR3198,FR-participant4,FR-participant7,FALSE,0,FR,0
FR_TRIP50784_0,u,ɔ,z,f,FR235,FR40,FR3156,FR-participant6,FR-participant7,FALSE,0,FR,0
ES_TRIP20792_1,ɤ:,ø:,m,v,ES79,ES78,ES55,ES-participant4,ES-participant2,TRUE,1,ES,6
GR_TRIP38331_1,ʏ,iː,b,s,GR547,GR628,GR28,GR-participant1,GR-participant6,TRUE,1,GR,3
BR_TRIP14646_0,ĩ,ɐ̃,z,b,BR504,BR617,BR260,BR-participant3,BR-participant4,FALSE,0,BR,2
BR_TRIP58407_0,e,ɛ,f,s,BR738,BR812,BR81,BR-participant1,BR-participant2,FALSE,0,BR,2
GR_TRIP73085_0,yː,øː,ts,k,GR690,GR761,GR496,GR-participant5,GR-participant3,FALSE,0,GR,3
ES_TRIP30249_0,i:,ɤ:,l,s,ES161,ES172,ES293,ES-participant3,ES-participant5,FALSE,0,ES,6
BR_TRIP10821_1,e,ĩ,s,p,BR40,BR158,BR284,BR-participant2,BR-participant4,TRUE,1,BR,2
ES_TRIP27406_0,y:,i:,m,v,ES210,ES149,ES45,ES-participant3,ES-participant2,FALSE,0,ES,6
ES_TRIP13190_0,y:,æ:,l,s,ES294,ES307,ES234,ES-participant5,ES-participant1,FALSE,0,ES,6
ES_TRIP36905_1,y:,ø:,m,v,ES246,ES279,ES57,ES-participant1,ES-participant2,TRUE,1,ES,6
GR_TRIP17780_1,ʏ,ʊ,f,t,GR511,GR424,GR355,GR-participant3,GR-participant4,TRUE,1,GR,3
BR_TRIP31927_0,ĩ,ɐ̃,l,s,BR1026,BR946,BR775,BR-participant5,BR-participant1,FALSE,0,BR,2
EN_TRIP18949_0,u,ʊ,f,s,EN2768,EN2938,EN837,EN-participant8,EN-participant4,FALSE,0,EN,1
ES_TRIP22865_1,i:,æ:,s,t,ES95,ES88,ES311,ES-participant4,ES-participant5,TRUE,1,ES,6
FR_TRIP19242_1,ɔ,ø,z,b,FR2216,FR1831,FR2652,FR-participant3,FR-participant1,TRUE,1,FR,0
GR_TRIP67196_1,øː,ʏ,ts,k,GR370,GR358,GR256,GR-participant4,GR-participant2,TRUE,1,GR,3
FR_TRIP76117_1,ɔ,œ,f,f,FR3609,FR3566,FR2910,FR-participant5,FR-participant7,TRUE,1,FR,0
BR_TRIP59211_0,i,e,s,p,BR821,BR815,BR982,BR-participant1,BR-participant5,FALSE,0,BR,2
GR_TRIP36529_1,iː,ɪ,f,s,GR575,GR557,GR702,GR-participant1,GR-participant5,TRUE,1,GR,3
ES_TRIP22554_0,ɤ:,y:,s,t,ES118,ES87,ES13,ES-participant4,ES-participant2,FALSE,0,ES,6
EN_TRIP7171_0,ʌ,ʊ,z,b,EN2217,EN2074,EN1599,EN-participant7,EN-participant1,FALSE,0,EN,1
ES_TRIP6307_1,æ:,ø:,s,t,ES28,ES24,ES229,ES-participant2,ES-participant1,TRUE,1,ES,6
FR_TRIP6896_0,ɛ̃,ɛ,z,b,FR714,FR647,FR1480,FR-participant2,FR-participant4,FALSE,0,FR,0
EN_TRIP22725_1,æ,ʌ,z,f,EN535,EN459,EN160,EN-participant2,EN-participant6,TRUE,1,EN,1
EN_TRIP37288_0,ʊ,ɪ,f,s,EN1741,EN1763,EN2386,EN-participant1,EN-participant5,FALSE,0,EN,1
EN_TRIP2885_1,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,TRUE,1,EN,1
TU_TRIP6722_0,i,ɯ,t,s,TU45,TU22,TU121,TU-participant2,TU-participant4,FALSE,0,TU,5
FR_TRIP65933_1,ø,œ,z,f,FR1233,FR1602,FR1834,FR-participant4,FR-participant3,TRUE,1,FR,0
GL_TRIP1774_1,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,TRUE,1,GL,4
GR_TRIP5292_0,uː,ʊ,f,s,GR166,GR236,GR54,GR-participant2,GR-participant6,FALSE,0,GR,3
BR_TRIP49028_1,õ,ĩ,l,g,BR851,BR846,BR161,BR-participant1,BR-participant2,TRUE,1,BR,2
BR_TRIP2350_0,ɐ̃,a,t,t,BR3,BR72,BR785,BR-participant2,BR-participant1,FALSE,0,BR,2
EN_TRIP12179_1,ɪ,i,z,b,EN2527,EN2488,EN717,EN-participant5,EN-participant2,TRUE,1,EN,1
FR_TRIP50038_0,e,ɛ,z,b,FR342,FR101,FR1914,FR-participant6,FR-participant3,FALSE,0,FR,0
EN_TRIP8737_1,eɪ,ɛ,f,s,EN2140,EN2157,EN1393,EN-participant7,EN-participant3,TRUE,1,EN,1
FR_TRIP55329_0,o,ɔ,f,f,FR542,FR369,FR3214,FR-participant6,FR-participant7,FALSE,0,FR,0
GR_TRIP77706_0,ʏ,iː,f,s,GR714,GR675,GR154,GR-participant5,GR-participant2,FALSE,0,GR,3
FR_TRIP50922_1,ɑ̃,ɔ̃,z,f,FR456,FR83,FR1860,FR-participant6,FR-participant3,TRUE,1,FR,0
TU_TRIP1346_0,œ,y,t,s,TU105,TU124,TU65,TU-participant4,TU-participant2,FALSE,0,TU,5
BR_TRIP59827_1,õ,ũ,s,t,BR667,BR706,BR91,BR-participant1,BR-participant2,TRUE,1,BR,2
GR_TRIP56569_0,ɪ,ʏ,ɡ,s,GR331,GR265,GR448,GR-participant4,GR-participant3,FALSE,0,GR,3
EN_TRIP36487_1,ʌ,ɑ,z,f,EN1514,EN1207,EN367,EN-participant3,EN-participant6,TRUE,1,EN,1
GL_TRIP2286_0,ɔ,o,g,g,GLO21,GLO136,GLO75,S07F,S03M,FALSE,0,GL,4
BR_TRIP48484_0,ĩ,i,s,k,BR309,BR373,BR972,BR-participant4,BR-participant5,FALSE,0,BR,2
TU_TRIP9672_1,ɯ,œ,p,t,TU243,TU249,TU131,TU-participant1,TU-participant4,TRUE,1,TU,5
BR_TRIP64080_1,u,o,k,s,BR780,BR718,BR910,BR-participant1,BR-participant5,TRUE,1,BR,2
FR_TRIP8145_0,e,i,z,f,FR868,FR780,FR3460,FR-participant2,FR-participant5,FALSE,0,FR,0
BR_TRIP49750_1,ũ,ɐ̃,k,b,BR704,BR767,BR571,BR-participant1,BR-participant3,TRUE,1,BR,2
TU_TRIP7295_0,u,i,t,s,TU34,TU2,TU192,TU-participant2,TU-participant3,FALSE,0,TU,5
ES_TRIP36570_0,ɤ:,a:,m,v,ES244,ES248,ES328,ES-participant1,ES-participant5,FALSE,0,ES,6
FR_TRIP56760_1,ɛ̃,e,f,f,FR1157,FR1685,FR4094,FR-participant4,FR-participant8,TRUE,1,FR,0
EN_TRIP12389_0,ɪ,æ,z,f,EN2530,EN2310,EN1240,EN-participant5,EN-participant3,FALSE,0,EN,1
BR_TRIP2156_0,ũ,ẽ,m,d,BR93,BR147,BR430,BR-participant2,BR-participant4,FALSE,0,BR,2
FR_TRIP84142_1,ɔ,ø,z,f,FR3596,FR3968,FR4007,FR-participant5,FR-participant8,TRUE,1,FR,0
BR_TRIP16676_1,õ,ɐ̃,m,d,BR569,BR543,BR429,BR-participant3,BR-participant4,TRUE,1,BR,2
ES_TRIP22413_0,ɤ:,ø:,s,t,ES85,ES84,ES286,ES-participant4,ES-participant5,FALSE,0,ES,6
BR_TRIP58975_1,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,TRUE,1,BR,2
FR_TRIP84215_0,ɔ̃,ɑ̃,z,f,FR3719,FR3642,FR4250,FR-participant5,FR-participant8,FALSE,0,FR,0
GR_TRIP23226_0,yː,ʏ,b,s,GR440,GR509,GR677,GR-participant3,GR-participant5,FALSE,0,GR,3
EN_TRIP39905_0,ʌ,ɑ,z,b,EN1599,EN1639,EN2671,EN-participant1,EN-participant8,FALSE,0,EN,1
ES_TRIP8309_1,y:,ɤ:,l,s,ES21,ES19,ES162,ES-participant2,ES-participant3,TRUE,1,ES,6
EN_TRIP22161_0,æ,ʌ,z,b,EN532,EN456,EN2307,EN-participant2,EN-participant5,FALSE,0,EN,1
GR_TRIP32646_1,aː,yː,ɡ,s,GR610,GR532,GR257,GR-participant1,GR-participant4,TRUE,1,GR,3
TU_TRIP8405_0,y,ɯ,p,t,TU50,TU56,TU183,TU-participant2,TU-participant3,FALSE,0,TU,5
BR_TRIP32280_0,ĩ,ũ,s,t,BR971,BR904,BR265,BR-participant5,BR-participant4,FALSE,0,BR,2
BR_TRIP44189_1,e,i,f,s,BR323,BR375,BR448,BR-participant4,BR-participant3,TRUE,1,BR,2
GR_TRIP59098_0,iː,yː,f,t,GR289,GR378,GR435,GR-participant4,GR-participant3,FALSE,0,GR,3
EN_TRIP2784_1,ɑ,æ,z,b,EN135,EN261,EN772,EN-participant6,EN-participant4,TRUE,1,EN,1
TU_TRIP4756_0,y,i,t,s,TU155,TU152,TU236,TU-participant3,TU-participant1,FALSE,0,TU,5
GL_TRIP6_0,e,ɛ,p,p,GLO2,GLO39,GLO103,S03M,S01F,FALSE,0,GL,4
GR_TRIP79555_1,ʏ,aː,b,s,GR713,GR706,GR428,GR-participant5,GR-participant3,TRUE,1,GR,3
ES_TRIP7793_0,ɤ:,a:,l,s,ES31,ES35,ES268,ES-participant2,ES-participant1,FALSE,0,ES,6
TU_TRIP638_1,i,ɯ,f,z,TU120,TU115,TU44,TU-participant4,TU-participant2,TRUE,1,TU,5
BR_TRIP66378_1,e,ɛ,d,s,BR734,BR748,BR39,BR-participant1,BR-participant2,TRUE,1,BR,2
FR_TRIP12487_0,e,ɛ̃,f,f,FR1930,FR1978,FR564,FR-participant3,FR-participant6,FALSE,0,FR,0
EN_TRIP7546_1,ʌ,æ,z,f,EN2220,EN2017,EN1514,EN-participant7,EN-participant3,TRUE,1,EN,1
ES_TRIP21476_0,y:,i:,m,v,ES138,ES80,ES57,ES-participant4,ES-participant2,FALSE,0,ES,6
BR_TRIP57473_1,ĩ,ũ,f,s,BR690,BR664,BR1028,BR-participant1,BR-participant5,TRUE,1,BR,2
GR_TRIP46239_0,ʏ,iː,f,s,GR29,GR38,GR548,GR-participant6,GR-participant1,FALSE,0,GR,3
TU_TRIP11776_1,ɯ,u,t,s,TU228,TU203,TU173,TU-participant1,TU-participant3,TRUE,1,TU,5
EN_TRIP40453_1,ɪ,æ,z,f,EN1572,EN1695,EN2982,EN-participant1,EN-participant8,TRUE,1,EN,1
GR_TRIP23226_1,yː,ʏ,b,s,GR440,GR509,GR677,GR-participant3,GR-participant5,TRUE,1,GR,3
FR_TRIP57128_0,o,ɔ,f,f,FR1657,FR1456,FR3214,FR-participant4,FR-participant7,FALSE,0,FR,0
BR_TRIP44975_1,o,u,k,s,BR393,BR349,BR529,BR-participant4,BR-participant3,TRUE,1,BR,2
GR_TRIP9936_1,yː,øː,l,t,GR181,GR251,GR6,GR-participant2,GR-participant6,TRUE,1,GR,3
FR_TRIP35304_0,y,i,z,b,FR4329,FR4402,FR3894,FR-participant8,FR-participant5,FALSE,0,FR,0
TU_TRIP8975_0,œ,ɯ,d,ʃ,TU63,TU31,TU195,TU-participant2,TU-participant3,FALSE,0,TU,5
BR_TRIP27188_0,ɔ,õ,d,g,BR1058,BR1033,BR823,BR-participant5,BR-participant1,FALSE,0,BR,2
BR_TRIP34554_1,ẽ,õ,t,t,BR257,BR426,BR548,BR-participant4,BR-participant3,TRUE,1,BR,2
EN_TRIP36350_1,i,ɪ,z,f,EN1355,EN1240,EN2867,EN-participant3,EN-participant8,TRUE,1,EN,1
BR_TRIP11858_0,ɐ̃,ũ,k,b,BR478,BR521,BR790,BR-participant3,BR-participant1,FALSE,0,BR,2
ES_TRIP32497_1,æ:,y:,s,t,ES229,ES264,ES301,ES-participant1,ES-participant5,TRUE,1,ES,6
FR_TRIP12581_0,ɔ,ø,f,f,FR2004,FR1847,FR3609,FR-participant3,FR-participant5,FALSE,0,FR,0
EN_TRIP24038_1,ɪ,ʊ,f,s,EN411,EN749,EN2436,EN-participant2,EN-participant5,TRUE,1,EN,1
FR_TRIP19184_0,œ,o,z,b,FR2136,FR1888,FR1599,FR-participant3,FR-participant4,FALSE,0,FR,0
EN_TRIP3422_0,ʊ,ʌ,z,f,EN207,EN367,EN1023,EN-participant6,EN-participant4,FALSE,0,EN,1
FR_TRIP49607_1,œ,ɔ,z,b,FR391,FR37,FR4446,FR-participant6,FR-participant8,TRUE,1,FR,0
GR_TRIP13178_1,øː,ʏ,n,t,GR171,GR199,GR127,GR-participant2,GR-participant6,TRUE,1,GR,3
BR_TRIP22148_0,õ,ũ,k,b,BR975,BR902,BR423,BR-participant5,BR-participant4,FALSE,0,BR,2
TU_TRIP10869_0,ɯ,y,f,z,TU240,TU257,TU159,TU-participant1,TU-participant3,FALSE,0,TU,5
EN_TRIP27748_1,u,ɑ,z,f,EN1147,EN775,EN47,EN-participant4,EN-participant6,TRUE,1,EN,1
BR_TRIP53987_0,ũ,u,m,d,BR659,BR837,BR170,BR-participant1,BR-participant2,FALSE,0,BR,2
ES_TRIP16504_0,ø:,ɤ:,m,v,ES339,ES328,ES255,ES-participant5,ES-participant1,FALSE,0,ES,6
ES_TRIP9312_1,a:,æ:,l,s,ES71,ES70,ES224,ES-participant2,ES-participant1,TRUE,1,ES,6
BR_TRIP36273_1,o,ɔ,z,f,BR394,BR386,BR108,BR-participant4,BR-participant2,TRUE,1,BR,2
GR_TRIP39037_1,uː,yː,z,t,GR638,GR631,GR332,GR-participant1,GR-participant4,TRUE,1,GR,3
FR_TRIP68785_1,ɔ̃,ɑ̃,z,b,FR2382,FR2347,FR1897,FR-participant1,FR-participant3,TRUE,1,FR,0
BR_TRIP66574_0,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,FALSE,0,BR,2
GR_TRIP57643_0,aː,yː,f,t,GR316,GR378,GR600,GR-participant4,GR-participant1,FALSE,0,GR,3
ES_TRIP18113_0,æ:,ø:,m,v,ES331,ES351,ES211,ES-participant5,ES-participant3,FALSE,0,ES,6
ES_TRIP5341_1,ɤ:,i:,s,t,ES13,ES62,ES166,ES-participant2,ES-participant3,TRUE,1,ES,6
ES_TRIP31588_0,ɤ:,ø:,s,t,ES226,ES261,ES298,ES-participant1,ES-participant5,FALSE,0,ES,6
GR_TRIP8449_0,iː,yː,f,t,GR160,GR180,GR699,GR-participant2,GR-participant5,FALSE,0,GR,3
BR_TRIP7603_1,ɐ̃,ĩ,l,s,BR138,BR61,BR233,BR-participant2,BR-participant4,TRUE,1,BR,2
FR_TRIP7942_0,ɛ,ɛ̃,z,f,FR650,FR717,FR2844,FR-participant2,FR-participant1,FALSE,0,FR,0
GR_TRIP77099_1,ʊ,uː,f,s,GR743,GR731,GR504,GR-participant5,GR-participant3,TRUE,1,GR,3
GR_TRIP61692_1,ʏ,ʊ,f,s,GR326,GR348,GR548,GR-participant4,GR-participant1,TRUE,1,GR,3
BR_TRIP12669_0,ɛ,i,t,t,BR440,BR498,BR210,BR-participant3,BR-participant4,FALSE,0,BR,2
GR_TRIP18079_1,ʏ,yː,f,t,GR430,GR467,GR694,GR-participant3,GR-participant5,TRUE,1,GR,3
ES_TRIP13129_1,y:,i:,l,s,ES306,ES293,ES126,ES-participant5,ES-participant4,TRUE,1,ES,6
FR_TRIP71619_0,ɔ,ø,f,f,FR2668,FR2642,FR4475,FR-participant1,FR-participant8,FALSE,0,FR,0
GL_TRIP499_0,ɛ,e,g,g,GLO18,GLO68,GLO158,S03M,S07F,FALSE,0,GL,4
BR_TRIP39899_0,ɐ̃,ũ,m,d,BR403,BR334,BR1049,BR-participant4,BR-participant5,FALSE,0,BR,2
EN_TRIP8737_0,eɪ,ɛ,f,s,EN2140,EN2157,EN1393,EN-participant7,EN-participant3,FALSE,0,EN,1
ES_TRIP30067_1,ɤ:,y:,l,s,ES196,ES174,ES31,ES-participant3,ES-participant2,TRUE,1,ES,6
BR_TRIP31558_0,e,i,s,p,BR931,BR982,BR752,BR-participant5,BR-participant1,FALSE,0,BR,2
TU_TRIP897_0,ɯ,i,f,z,TU115,TU120,TU240,TU-participant4,TU-participant1,FALSE,0,TU,5
EN_TRIP8824_0,ʊ,ɪ,f,s,EN2269,EN1991,EN1034,EN-participant7,EN-participant4,FALSE,0,EN,1
GL_TRIP703_1,aː,a,p,p,GLO6,GLO108,GLO34,S05M,S07F,TRUE,1,GL,4
FR_TRIP17641_1,œ,o,z,f,FR2061,FR1891,FR3954,FR-participant3,FR-participant5,TRUE,1,FR,0
BR_TRIP42661_0,e,ĩ,z,b,BR288,BR411,BR935,BR-participant4,BR-participant5,FALSE,0,BR,2
BR_TRIP31849_0,ẽ,ɐ̃,l,s,BR1020,BR1047,BR769,BR-participant5,BR-participant1,FALSE,0,BR,2
ES_TRIP6765_1,a:,ɤ:,s,t,ES29,ES25,ES218,ES-participant2,ES-participant1,TRUE,1,ES,6
EN_TRIP7222_0,ɑ,u,z,f,EN1927,EN2052,EN1207,EN-participant7,EN-participant3,FALSE,0,EN,1
BR_TRIP12475_0,a,ɐ̃,t,t,BR484,BR539,BR746,BR-participant3,BR-participant1,FALSE,0,BR,2
TU_TRIP9179_1,u,ɯ,ʃ,t,TU213,TU242,TU193,TU-participant1,TU-participant3,TRUE,1,TU,5
BR_TRIP10977_1,ĩ,i,s,p,BR152,BR99,BR264,BR-participant2,BR-participant4,TRUE,1,BR,2
GR_TRIP3847_0,ʏ,ɪ,ɡ,s,GR198,GR188,GR323,GR-participant2,GR-participant4,FALSE,0,GR,3
BR_TRIP47289_1,õ,ĩ,s,t,BR332,BR416,BR23,BR-participant4,BR-participant2,TRUE,1,BR,2
BR_TRIP55710_0,ɐ̃,ĩ,z,b,BR763,BR774,BR916,BR-participant1,BR-participant5,FALSE,0,BR,2
FR_TRIP69896_1,ɔ,u,z,f,FR2655,FR2308,FR4007,FR-participant1,FR-participant8,TRUE,1,FR,0
BR_TRIP46062_0,õ,ɐ̃,k,s,BR421,BR402,BR514,BR-participant4,BR-participant3,FALSE,0,BR,2
BR_TRIP55839_1,ẽ,ũ,z,b,BR683,BR673,BR11,BR-participant1,BR-participant2,TRUE,1,BR,2
BR_TRIP15710_1,o,u,b,k,BR527,BR466,BR343,BR-participant3,BR-participant4,TRUE,1,BR,2
GR_TRIP4217_0,iː,ɪ,f,s,GR177,GR140,GR375,GR-participant2,GR-participant4,FALSE,0,GR,3
FR_TRIP6908_1,ɛ̃,ɑ̃,z,b,FR714,FR834,FR1480,FR-participant2,FR-participant4,TRUE,1,FR,0
FR_TRIP30587_0,œ,ɔ,f,f,FR3032,FR2910,FR1615,FR-participant7,FR-participant4,FALSE,0,FR,0
TU_TRIP8523_0,ɯ,œ,p,t,TU55,TU30,TU175,TU-participant2,TU-participant3,FALSE,0,TU,5
FR_TRIP50040_1,e,ɛ̃,z,b,FR342,FR159,FR1914,FR-participant6,FR-participant3,TRUE,1,FR,0
GR_TRIP27320_0,yː,uː,f,t,GR551,GR639,GR378,GR-participant1,GR-participant4,FALSE,0,GR,3
BR_TRIP53580_0,õ,ẽ,m,d,BR658,BR843,BR24,BR-participant1,BR-participant2,FALSE,0,BR,2
EN_TRIP28861_0,ɪ,i,f,s,EN1086,EN826,EN1991,EN-participant4,EN-participant7,FALSE,0,EN,1
GL_TRIP2499_0,ɛ,i,f,f,GLO115,GLO53,GLO73,S07F,S05M,FALSE,0,GL,4
TU_TRIP1688_1,y,œ,t,s,TU80,TU105,TU48,TU-participant4,TU-participant2,TRUE,1,TU,5
GR_TRIP58398_1,ʏ,aː,f,t,GR355,GR344,GR567,GR-participant4,GR-participant1,TRUE,1,GR,3
BR_TRIP56166_1,ĩ,ũ,z,b,BR687,BR673,BR504,BR-participant1,BR-participant3,TRUE,1,BR,2
EN_TRIP40552_0,æ,ɑ,z,f,EN1695,EN1642,EN2819,EN-participant1,EN-participant8,FALSE,0,EN,1
FR_TRIP8095_0,o,ɔ,z,f,FR803,FR1021,FR529,FR-participant2,FR-participant6,FALSE,0,FR,0
EN_TRIP16564_0,ʌ,ɑ,b,f,EN2669,EN2718,EN1509,EN-participant8,EN-participant3,FALSE,0,EN,1
BR_TRIP50974_1,õ,ɔ,k,f,BR855,BR824,BR565,BR-participant1,BR-participant3,TRUE,1,BR,2
EN_TRIP27338_0,ʊ,u,z,b,EN1020,EN1144,EN2924,EN-participant4,EN-participant8,FALSE,0,EN,1
GR_TRIP30718_1,yː,øː,ts,k,GR531,GR585,GR45,GR-participant1,GR-participant6,TRUE,1,GR,3
ES_TRIP7926_1,i:,ɤ:,l,s,ES20,ES31,ES221,ES-participant2,ES-participant1,TRUE,1,ES,6
GR_TRIP21390_1,ɪ,ʏ,f,s,GR473,GR397,GR11,GR-participant3,GR-participant6,TRUE,1,GR,3
ES_TRIP2639_0,ø:,y:,m,v,ES42,ES57,ES135,ES-participant2,ES-participant4,FALSE,0,ES,6
EN_TRIP12396_1,ɪ,ʊ,z,f,EN2530,EN2375,EN962,EN-participant5,EN-participant4,TRUE,1,EN,1
EN_TRIP11286_1,æ,ʌ,t,s,EN2297,EN2003,EN1665,EN-participant7,EN-participant1,TRUE,1,EN,1
BR_TRIP33774_0,ɛ,i,t,t,BR315,BR384,BR860,BR-participant4,BR-participant5,FALSE,0,BR,2
GR_TRIP10219_1,øː,ʏ,l,t,GR251,GR214,GR365,GR-participant2,GR-participant4,TRUE,1,GR,3
BR_TRIP55996_0,ẽ,ĩ,z,b,BR683,BR687,BR550,BR-participant1,BR-participant3,FALSE,0,BR,2
FR_TRIP66168_1,ɛ̃,e,z,f,FR1483,FR1626,FR717,FR-participant4,FR-participant2,TRUE,1,FR,0
FR_TRIP55112_0,y,i,f,f,FR409,FR205,FR4378,FR-participant6,FR-participant8,FALSE,0,FR,0
TU_TRIP11342_0,i,u,t,s,TU220,TU203,TU121,TU-participant1,TU-participant4,FALSE,0,TU,5
BR_TRIP61756_1,i,ĩ,s,k,BR757,BR649,BR495,BR-participant1,BR-participant3,TRUE,1,BR,2
EN_TRIP40484_0,ʌ,æ,z,f,EN1602,EN1695,EN367,EN-participant1,EN-participant6,FALSE,0,EN,1
ES_TRIP4101_1,æ:,ø:,m,v,ES46,ES54,ES247,ES-participant2,ES-participant1,TRUE,1,ES,6
ES_TRIP33245_1,ɤ:,y:,l,s,ES232,ES234,ES67,ES-participant1,ES-participant2,TRUE,1,ES,6
TU_TRIP2273_1,i,y,ʃ,t,TU78,TU81,TU256,TU-participant4,TU-participant1,TRUE,1,TU,5
EN_TRIP37444_0,i,ɪ,f,s,EN1899,EN1763,EN2503,EN-participant1,EN-participant5,FALSE,0,EN,1
FR_TRIP76104_0,ɔ,o,f,f,FR3609,FR3409,FR2004,FR-participant5,FR-participant3,FALSE,0,FR,0
ES_TRIP13003_0,y:,ø:,l,s,ES306,ES315,ES174,ES-participant5,ES-participant3,FALSE,0,ES,6
GR_TRIP26720_1,yː,øː,ks,d,GR444,GR456,GR767,GR-participant3,GR-participant5,TRUE,1,GR,3
BR_TRIP38679_0,ũ,õ,k,b,BR431,BR420,BR521,BR-participant4,BR-participant3,FALSE,0,BR,2
BR_TRIP7813_0,ĩ,ẽ,l,s,BR149,BR143,BR775,BR-participant2,BR-participant1,FALSE,0,BR,2
ES_TRIP10236_0,i:,ɤ:,s,t,ES299,ES286,ES155,ES-participant5,ES-participant3,FALSE,0,ES,6
EN_TRIP7222_1,ɑ,u,z,f,EN1927,EN2052,EN1207,EN-participant7,EN-participant3,TRUE,1,EN,1
GR_TRIP1571_0,yː,aː,ɡ,s,GR185,GR190,GR383,GR-participant2,GR-participant4,FALSE,0,GR,3
GR_TRIP30971_1,ʏ,øː,ts,k,GR589,GR524,GR119,GR-participant1,GR-participant6,TRUE,1,GR,3
TU_TRIP6099_0,i,u,f,z,TU1,TU59,TU151,TU-participant2,TU-participant3,FALSE,0,TU,5
BR_TRIP16672_1,õ,ɐ̃,m,d,BR569,BR477,BR668,BR-participant3,BR-participant1,TRUE,1,BR,2
EN_TRIP37343_0,ɛ,eɪ,f,s,EN1801,EN1616,EN2946,EN-participant1,EN-participant8,FALSE,0,EN,1
BR_TRIP50014_1,ɐ̃,ũ,k,b,BR680,BR660,BR949,BR-participant1,BR-participant5,TRUE,1,BR,2
FR_TRIP19134_0,i,e,z,b,FR2094,FR1914,FR53,FR-participant3,FR-participant6,FALSE,0,FR,0
EN_TRIP17800_1,ʊ,ɪ,z,f,EN2927,EN2982,EN1730,EN-participant8,EN-participant1,TRUE,1,EN,1
GL_TRIP224_0,e,i,f,f,GLO55,GLO64,GLO33,S03M,S04F,FALSE,0,GL,4
BR_TRIP3539_0,i,ɛ,t,t,BR194,BR122,BR384,BR-participant2,BR-participant4,FALSE,0,BR,2
